"subject" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-mean()" "tBodyAccMag-std()" "tGravityAccMag-mean()" "tGravityAccMag-std()" "tBodyAccJerkMag-mean()" "tBodyAccJerkMag-std()" "tBodyGyroMag-mean()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-mean()" "tBodyGyroJerkMag-std()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAcc-meanFreq()-X" "fBodyAcc-meanFreq()-Y" "fBodyAcc-meanFreq()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyAccJerk-meanFreq()-X" "fBodyAccJerk-meanFreq()-Y" "fBodyAccJerk-meanFreq()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyGyro-meanFreq()-X" "fBodyGyro-meanFreq()-Y" "fBodyGyro-meanFreq()-Z" "fBodyAccMag-mean()" "fBodyAccMag-std()" "fBodyAccMag-meanFreq()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyAccJerkMag-std()" "fBodyBodyAccJerkMag-meanFreq()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroMag-meanFreq()" "fBodyBodyGyroJerkMag-mean()" "fBodyBodyGyroJerkMag-std()" "fBodyBodyGyroJerkMag-meanFreq()" "angle(tBodyAccMean,gravity)" "angle(tBodyAccJerkMean),gravityMean)" "angle(tBodyGyroMean,gravityMean)" "angle(tBodyGyroJerkMean,gravityMean)" "angle(X,gravityMean)" "angle(Y,gravityMean)" "angle(Z,gravityMean)"
"11" 11 -0.209757059939873 -0.195592553210443 -0.190189271303797 -0.180536878946203 -0.207527080591772 -0.197503825113924 -0.200324144091772 -0.210373499468354 -0.197983007496519 -0.18789169108038 -0.185799155718354 -0.216538772876804 -0.191192600303797 -0.200521558955696 -0.199518015848734 -0.205865467617089 -0.205667584857595 -0.206241771335443 -0.181884741203386 -0.19068518493038 -0.208394648022152 -0.209643569458861 -0.206659874644304 -0.210459410347785 -0.215081643349051 -0.213723448007911 -0.223218432031962 -0.236068777683513 -0.23346972583481 -0.211303399651899 -0.210201028070253 -0.21149446774462 -0.200470026462025 -0.216180592838608 -0.197916906455696 -0.200791270043987 -0.193435649490506 -0.195259789379747 -0.194455217674051 -0.194097403205696 -0.1778266485 -0.184502380187658 -0.188933634082278 -0.198299213191456 -0.205618106816456 -0.209952401725 -0.20559796329019 -0.202903541598101 -0.206909729927215 -0.225440141628481 -0.234587988322785 -0.233920627841772 -0.242993731917722 -0.249745677465411 -0.242378680851266 -0.215038529882911 -0.216336411667089 -0.18915574862057 -0.212739962091772 -0.201912968113924 -0.228443962623418 -0.214179177102848 -0.21451407111962 -0.224727001018987 -0.20265038774462 -0.219562936205696 -0.210780413367089 -0.222551864022152 -0.222873370477848 -0.236163317287975 -0.225995364952215 -0.210463691822785 -0.222772217610759 -0.218212795759494 -0.21611480853481 -0.198998988851899 -0.215954125334494 -0.212665860202532 -0.226745377547468 -0.20725322158481 -0.190555989094937 -0.212745857186709 -0.215706214033861 -0.198197925460696 -0.200611294698418 -0.206455137142405
"12" 12 -0.502094038265625 -0.50346604406875 -0.49782113857125 -0.5127588229875 -0.508020180921875 -0.508351859259375 -0.49972963203125 -0.49532642035625 -0.4960376304 -0.50340307420625 -0.49300429279375 -0.49306820220625 -0.513918902163375 -0.505280704053125 -0.503497807471875 -0.50383852559 -0.49934767974375 -0.50245978894875 -0.5143923762 -0.507674616789688 -0.50452494564375 -0.517999358815625 -0.508531449569062 -0.5180110994 -0.5315717476375 -0.52395698475 -0.523561718715937 -0.514506173321875 -0.50051262328125 -0.5114049463375 -0.51179446866 -0.5273465301375 -0.4949934459125 -0.511074898296875 -0.50259373189375 -0.50000287741875 -0.4984315389625 -0.49843150749375 -0.499150835275 -0.523351523709375 -0.523895337321875 -0.532940476960313 -0.520018619896875 -0.511555122715625 -0.516146631946875 -0.50540650975 -0.51008247461875 -0.518537964321875 -0.522913427009375 -0.502535892196875 -0.512695069017781 -0.50386438282625 -0.516817327703125 -0.499323918072188 -0.504459167423438 -0.504742879059375 -0.516102341328125 -0.503381579540625 -0.506578703641906 -0.52398815991875 -0.53112221491875 -0.524067586646875 -0.529018495075 -0.518983562584375 -0.52826170745375 -0.5292186237125 -0.5157995630625 -0.498052093450312 -0.513532851453125 -0.520399535465625 -0.5119930428875 -0.52604329309375 -0.513451216753125 -0.517679514621875 -0.51342198463125 -0.529975685820313 -0.5446373721125 -0.525789719994063 -0.535107669471875 -0.5053241032 -0.512414206661875 -0.52118958859375 -0.519321395115625 -0.5108342286 -0.5060968361875 -0.505899930040625
"13" 13 -0.754221584486239 -0.751520384954128 -0.749418857492355 -0.756929356136086 -0.747851452389908 -0.767582821284404 -0.763215038929664 -0.765363748844037 -0.763276492700642 -0.755597395229358 -0.761209527094801 -0.765704320911315 -0.768960546310092 -0.767905711896024 -0.779596552996942 -0.773058798195719 -0.771090965412844 -0.767856606562691 -0.770877246666667 -0.779659195302752 -0.780339869525994 -0.77432162316208 -0.777771540244648 -0.770522106018349 -0.750678003143731 -0.762427426015291 -0.744932239954128 -0.745720517033639 -0.753423424233945 -0.737914680042813 -0.777407622382263 -0.760087661003058 -0.781561261957187 -0.772342585384709 -0.768742372889908 -0.775114685744648 -0.774320534250765 -0.770947652792049 -0.774887280061162 -0.769314410167875 -0.781080930856269 -0.785156845321101 -0.771494605966361 -0.768908625553517 -0.766400873617737 -0.7703752167737 -0.751357331620795 -0.759761143388379 -0.756771637278287 -0.787162076446483 -0.790287746198777 -0.774935633703364 -0.791038222926606 -0.788449181100917 -0.782268748167584 -0.769256374373089 -0.777934377094801 -0.769625544862385 -0.750080717666667 -0.755624080629969 -0.744372128654434 -0.755413714464832 -0.754044684740061 -0.757711793547401 -0.754806736593272 -0.763658559700092 -0.749331527400612 -0.777446274495413 -0.767054618302752 -0.775657604617737 -0.775605539584098 -0.783768889655688 -0.770011381590214 -0.771838147584098 -0.775675839920489 -0.77912149095107 -0.77700368382263 -0.780419166238532 -0.766608013192661 -0.773223861834862 -0.774939310877676 -0.761452952862385 -0.774068773577982 -0.771227922553517 -0.758238640214067 -0.746181294740061
"14" 14 -0.1906392845387 -0.19399225896904 -0.200951051876161 -0.196328247756656 -0.201705463250774 -0.200450076913313 -0.208184293337461 -0.213256100110526 -0.224366339031579 -0.212449472631579 -0.220496486619195 -0.214122505572755 -0.193564766139319 -0.196844986133127 -0.201311005767802 -0.192899437527864 -0.189856014962848 -0.185759646163158 -0.191226390851393 -0.1847551565387 -0.179287391930186 -0.190230948105263 -0.186710159972136 -0.201312130058824 -0.230302109314861 -0.23266227293065 -0.231189419170279 -0.217996024479876 -0.218575486495356 -0.221892847972136 -0.196954379842105 -0.205423217863777 -0.190767644271207 -0.204819959575851 -0.2113167204613 -0.203146220330062 -0.193438149397523 -0.200426105264458 -0.188954158668019 -0.187605763942991 -0.205265346201238 -0.1994510365387 -0.194440527420433 -0.192935584281734 -0.210556611767802 -0.202497688916409 -0.20039509123839 -0.212769949673375 -0.202359312780186 -0.226916155195046 -0.218090529904334 -0.220084988228793 -0.20997924823839 -0.21746020368743 -0.226073024099071 -0.199693512513932 -0.20855492410805 -0.211056094520124 -0.22617366856161 -0.216544598622291 -0.202350967749226 -0.194022342674923 -0.212252128560372 -0.212648596679257 -0.201510414866873 -0.207790108956684 -0.204297102841486 -0.213962611458204 -0.214753111782353 -0.215877879681115 -0.209827913547988 -0.198527107643963 -0.194221915411765 -0.192848827679567 -0.194956537089164 -0.21203803340743 -0.213335944518885 -0.211166359182663 -0.213559451454799 -0.20304307225387 -0.198913552780186 -0.204326763343653 -0.207699086786378 -0.207330678211765 -0.19955239676161 -0.211377092264396
"15" 15 -0.356219702045732 -0.348857951314024 -0.363392237458506 -0.359886860817073 -0.363781681353659 -0.368968046922866 -0.375425491330793 -0.368119545948171 -0.352242003884146 -0.345396067816768 -0.361703530689329 -0.348291870014665 -0.325523081106707 -0.344364813414634 -0.347293058152439 -0.335832749984756 -0.335664094378049 -0.33747700411372 -0.358435817478963 -0.365199298951219 -0.351675492939024 -0.35126810869939 -0.350478328631098 -0.352837803756098 -0.381039452706402 -0.382604428439939 -0.372639362371951 -0.368531400027439 -0.369457407466463 -0.376381448 -0.381775769009146 -0.372055237496951 -0.380653229579268 -0.382295781871951 -0.338110126911585 -0.325517988503659 -0.336392245219512 -0.343398933964634 -0.326706053795732 -0.331217125905488 -0.344960670521341 -0.335934713951799 -0.322965427310976 -0.330570087751219 -0.336792047530488 -0.352261346670732 -0.353221932234756 -0.35885491420122 -0.352938653765244 -0.32150497802439 -0.32624066325 -0.312999230408841 -0.322777108707317 -0.324910126114024 -0.33598972758689 -0.327726158722683 -0.346459275384146 -0.328900102527439 -0.349117199123963 -0.357421137969512 -0.35748344025122 -0.357319086528963 -0.358651830975 -0.345259964037195 -0.348703260996341 -0.351837306978659 -0.355420042268598 -0.336167944148171 -0.339391364226524 -0.360429731582317 -0.345425857847561 -0.333326762182012 -0.347254247897561 -0.336321658365854 -0.325800214764634 -0.351593776860671 -0.352796844717683 -0.351100067808232 -0.332568438820122 -0.356709411167683 -0.357571757216463 -0.349033037376524 -0.351504446409451 -0.364479051402439 -0.366863766108564 -0.365918032331707
"16" 16 -0.434372108886612 -0.439394507991803 -0.438778571755738 -0.448543977112022 -0.448966589172131 -0.456064477032787 -0.463459148588251 -0.461583145918033 -0.467635776377049 -0.469619189071038 -0.459224714459016 -0.461346240827322 -0.462340086419399 -0.446178573112022 -0.446215151505464 -0.44067705566694 -0.449682177155738 -0.454832275833333 -0.424516251158743 -0.438970900547814 -0.447345576562842 -0.446279560852459 -0.439217135409836 -0.443316913621585 -0.439287922071967 -0.432352695280328 -0.419936080338798 -0.416559059190984 -0.413109476217213 -0.413548327483333 -0.420808713595628 -0.423927018118852 -0.469527655136612 -0.467586330743169 -0.470138478016393 -0.48210826034153 -0.469553060080328 -0.482577009781421 -0.457004636221311 -0.468515621598634 -0.431604628210383 -0.437653115530055 -0.435340779803279 -0.453806271178579 -0.442345838095628 -0.455576712284153 -0.452156021005464 -0.450549695087432 -0.441813962016393 -0.417426606612022 -0.416141186472678 -0.418975817433607 -0.428670444494809 -0.440454581437158 -0.424981175401639 -0.43827744747541 -0.429640948819672 -0.436626413702186 -0.466977594628415 -0.469184666636612 -0.462763430521858 -0.457821536461749 -0.461824364262295 -0.471191439734973 -0.478371109224044 -0.479680149964481 -0.475111705762295 -0.42726046239071 -0.423632324076503 -0.449426856412568 -0.431395601912568 -0.42175745229235 -0.430902088180328 -0.421607457338798 -0.429239453784426 -0.435994944584699 -0.445655765844262 -0.443487749166667 -0.414310914012022 -0.421121436602186 -0.434655904613388 -0.436467872729508 -0.440494736203005 -0.437474409820765 -0.436159572603825 -0.43854258960929
"17" 17 -0.416159414896739 -0.416035917403261 -0.422570335866848 -0.430123854809783 -0.428872062509783 -0.41134051761413 -0.435770262461957 -0.439775929191304 -0.436863625483696 -0.43341065998913 -0.427234192513587 -0.430095849380435 -0.456185890741848 -0.464029255595109 -0.464442972288043 -0.467656880048913 -0.462518633255435 -0.470103954600543 -0.428474776722826 -0.451500269304348 -0.447001263182065 -0.425400186787228 -0.438730162328804 -0.448760463641304 -0.425911934923913 -0.434361439277174 -0.41639458569837 -0.413063097877717 -0.420339321429348 -0.411281588127717 -0.419639879477446 -0.423477844770109 -0.410441610959239 -0.423554369127717 -0.423021398265489 -0.428594322737174 -0.463783297719022 -0.46355430973913 -0.449980913478261 -0.444277756418478 -0.446832777939402 -0.456206949465217 -0.449051557796196 -0.447526493059783 -0.442917822165761 -0.460566127266304 -0.436892692584239 -0.429593159220109 -0.441369220456522 -0.435979319844837 -0.430536082328804 -0.418168337559511 -0.423295946797826 -0.427619514404891 -0.433168629165761 -0.414458706997283 -0.415678964238859 -0.41935813794837 -0.454284453900544 -0.44740886561413 -0.441426530063859 -0.441344182100543 -0.439570918371196 -0.435229750605978 -0.448479672673913 -0.445209878233696 -0.441693663352717 -0.429619532217391 -0.428225412557065 -0.454366415622283 -0.430876417399457 -0.439730893144022 -0.443386418994565 -0.447716640475543 -0.427435487219837 -0.455620475816848 -0.439510294695652 -0.439817996894293 -0.423717354532609 -0.435135118975543 -0.438381592774457 -0.434418488108696 -0.427688403203804 -0.412919547388587 -0.414321791184783 -0.419488770491848
"18" 18 -0.764166318818681 -0.775093738137363 -0.764860471021978 -0.777157253195604 -0.78321527325 -0.762620160304945 -0.762392482884615 -0.762479177618132 -0.75591935788956 -0.766666976428571 -0.764159082351648 -0.75990290642033 -0.760704551840659 -0.758119355043956 -0.765375761373626 -0.768001506456044 -0.755697552684066 -0.763872816675824 -0.776218887148352 -0.774374294046703 -0.773943370832418 -0.769653706923077 -0.779508356263736 -0.774647263115385 -0.78138420532967 -0.778913223104396 -0.783695660989011 -0.774144735302198 -0.776022113228022 -0.772486494175824 -0.765200307472527 -0.769201067994505 -0.76214026507967 -0.761397748483516 -0.759783398983516 -0.760367500879121 -0.749762407994505 -0.756690049450549 -0.757955432137363 -0.760848943241758 -0.767236449395604 -0.770409209620879 -0.765319598579121 -0.767964835906593 -0.764559440431319 -0.763419602225275 -0.767051236769038 -0.777573908763736 -0.779773322857143 -0.786556657967033 -0.789146840686813 -0.785437816634615 -0.777786802307692 -0.785860459184066 -0.784352969038462 -0.76220231228022 -0.766888987857143 -0.757268828791209 -0.767184004895055 -0.761642965631868 -0.76232171178022 -0.754635362664835 -0.760637214142857 -0.761044051373626 -0.767295847527472 -0.775629238063187 -0.772046990659341 -0.778637970412088 -0.77626621489011 -0.773548533269231 -0.770010383296703 -0.765309883186813 -0.769980674653846 -0.773273724398352 -0.767153897884615 -0.754410334807692 -0.763183717967033 -0.75960429185989 -0.766641793269231 -0.774119416173077 -0.783487256813187 -0.775828159752747 -0.773498697695055 -0.76912484989011 -0.766911065565934 -0.771528266620879
"19" 19 -0.509741195822222 -0.51859592665 -0.531136136390556 -0.544732995711111 -0.535381136083333 -0.527708547822222 -0.528242254977778 -0.538357891191667 -0.543091977355556 -0.53960408616 -0.534646359077778 -0.543499619833333 -0.524035172483333 -0.533838337205556 -0.533605593805556 -0.537597499875 -0.533213202669444 -0.524878412741667 -0.547148202661111 -0.550539388825 -0.539547649230556 -0.541598641163889 -0.523256268726111 -0.547018157030556 -0.518211294094444 -0.510438245858333 -0.519598740522222 -0.520138382766667 -0.516996642730556 -0.513828305313889 -0.529271573052778 -0.547110081569444 -0.563209283513889 -0.549908650391667 -0.525584349944444 -0.536979891625 -0.557083384797222 -0.551872836437222 -0.523530333591667 -0.529852532327778 -0.54269263085 -0.527685554583333 -0.538146574846667 -0.533028613549722 -0.54573039857 -0.551244280074722 -0.521926879083333 -0.541599034433333 -0.524697117833333 -0.523885986583333 -0.531409605296389 -0.525391297633333 -0.538919944281667 -0.531276872954722 -0.528605605095278 -0.527716856429444 -0.529814684116667 -0.531833970286111 -0.529023370687778 -0.536299932250278 -0.523125721455556 -0.505717665269444 -0.531740126919444 -0.54520496185 -0.545372349333333 -0.552144224405556 -0.573506338381111 -0.509297640527778 -0.514328756758333 -0.560574594530556 -0.541150660897778 -0.510862072586111 -0.536204940327778 -0.515363842901111 -0.52886412075 -0.522257701444444 -0.497643998277778 -0.497594298375 -0.521656944191667 -0.512499190483333 -0.530676680863889 -0.520707665083333 -0.510044029619444 -0.502231451375 -0.510064759780556 -0.51810567075
"20" 20 -0.773465552627119 -0.777445525129943 -0.785764631228814 -0.773798721723164 -0.760194688531073 -0.768807914387006 -0.72515256519774 -0.742525190768362 -0.73492094999435 -0.742503053220339 -0.747193830333333 -0.744368629550847 -0.715182728135593 -0.726010977489548 -0.729212899101695 -0.738628437680791 -0.747097841983051 -0.738721556440678 -0.751115260734463 -0.754671852528249 -0.758624669152542 -0.753764364776836 -0.758459264968927 -0.757056305429379 -0.769074779062147 -0.767203180621469 -0.767280156457627 -0.777226845740113 -0.772710614121469 -0.771130817621469 -0.752222557237288 -0.74978857779661 -0.734061385155367 -0.728226748269943 -0.745621341567797 -0.749161641779661 -0.732987346495198 -0.741445283531073 -0.743296808607345 -0.748172274946328 -0.74526122740113 -0.74974551870904 -0.760359873016949 -0.759323674689266 -0.760958391799717 -0.765871648220339 -0.774325967118644 -0.761077795316384 -0.766702587649718 -0.763486751242938 -0.75519045539548 -0.756445181966102 -0.764123683333333 -0.756125215254237 -0.752944688220339 -0.755796426254237 -0.748865855903955 -0.743441108050848 -0.751402980200565 -0.743671476596045 -0.748215227683616 -0.74975210770904 -0.755167767966102 -0.765140107711864 -0.774884870683616 -0.745934116440678 -0.747017837824859 -0.752853178497175 -0.745948825561582 -0.754253292514124 -0.755143506067797 -0.754758321949152 -0.743343469257062 -0.759069423644068 -0.748024089096045 -0.76663236819209 -0.764230800819209 -0.759157545564972 -0.773615615028249 -0.776596512451977 -0.772471367528249 -0.775309547656497 -0.766445825451977 -0.767969310042373 -0.767120071272599 -0.762306824101695
"21" 21 -0.886257461102941 -0.891278901470588 -0.893851283676471 -0.891406945661765 -0.889215368823529 -0.891559677720588 -0.872585882573529 -0.873076215416667 -0.865638653995098 -0.86539026377451 -0.868404416190196 -0.873776270759804 -0.88195267252451 -0.876768161056373 -0.877699829019608 -0.879294943161765 -0.866155876568627 -0.877321000821078 -0.877958249264706 -0.884435991838235 -0.885108171323529 -0.876781009397059 -0.885257147034314 -0.887540962352941 -0.877246638691176 -0.871940182867647 -0.865783844460784 -0.866711094534314 -0.874023222696078 -0.876708129828431 -0.873541524460784 -0.864265398676471 -0.88497328377451 -0.884329792647059 -0.884866901345588 -0.887975869779412 -0.887094677745098 -0.883498969977941 -0.877579498090686 -0.880667104289216 -0.876256047745098 -0.872524211985294 -0.879672625955882 -0.871206425019608 -0.876567216936274 -0.879597423161765 -0.881603074705882 -0.875620701029412 -0.874941006960784 -0.877499579338235 -0.876507937237745 -0.875856382426471 -0.879459218835784 -0.867976278897059 -0.870409506757353 -0.883282612647059 -0.883654271593137 -0.885320799558823 -0.875211948529412 -0.871149830220588 -0.863857052696078 -0.872219862892157 -0.868241272303922 -0.866425185367647 -0.874908462205882 -0.868504404509804 -0.863027228161765 -0.885033654840686 -0.886037928186274 -0.881082209730392 -0.877022431178922 -0.874927355379902 -0.875696663970588 -0.887018325294118 -0.88244475877451 -0.886885973264706 -0.883376552727941 -0.884819399754902 -0.884804093284314 -0.882787366519608 -0.879315890416667 -0.887527787009804 -0.886583932598039 -0.88685058502451 -0.891652226909314 -0.892149038897059
"22" 22 -0.815994869750779 -0.807945831538941 -0.806656408052959 -0.810349193514019 -0.806543351956386 -0.810656637165109 -0.812585317694704 -0.819531467613707 -0.813968316292835 -0.818689313707165 -0.826576244859813 -0.82491140763676 -0.803440252028037 -0.801621041404984 -0.802471562707165 -0.801120334024299 -0.808298049252336 -0.811404313738318 -0.803088698411215 -0.790338010065421 -0.794451502722741 -0.796423300451713 -0.789914503196262 -0.794367157728972 -0.782673031682243 -0.787366175560748 -0.786846321333333 -0.791620573679128 -0.78926915070405 -0.789136512367601 -0.80770686617757 -0.811207083862928 -0.82186984046729 -0.81147298382243 -0.82180262682243 -0.829550609283489 -0.830550923080997 -0.843837484146168 -0.825798172866044 -0.815236161224299 -0.822933544374579 -0.826209230124611 -0.818059939283489 -0.814710959003115 -0.823125661495327 -0.809376211747663 -0.800543003133956 -0.80041633552648 -0.800224110062305 -0.790457424264797 -0.786871630155763 -0.784365645672897 -0.785914843750779 -0.781501174573209 -0.783482800716511 -0.804353435551402 -0.799428640031153 -0.803494663956386 -0.822648739757009 -0.820520640380062 -0.827922430208411 -0.829011001931464 -0.828978777258567 -0.82943369788162 -0.821153711775701 -0.809669704797508 -0.807336754423676 -0.79543515271028 -0.790469846884735 -0.772903255391277 -0.772469280996885 -0.778148849024922 -0.783539094333333 -0.790374111417446 -0.799930194760125 -0.808797794485981 -0.79815025064486 -0.802098780747663 -0.80563500641433 -0.799315022679128 -0.791740351984424 -0.798935149862928 -0.798722025632087 -0.79831443058567 -0.804100369470405 -0.810952159616822
"23" 23 -0.602484751844086 -0.601210665629032 -0.595235176172043 -0.596571683112903 -0.604762354537634 -0.605845735080645 -0.601620062579839 -0.593615276787634 -0.607416762900538 -0.606972567701613 -0.594381207782258 -0.606066265241936 -0.59275117319086 -0.596579373607527 -0.58984981688172 -0.588434514223118 -0.591874900658602 -0.595763908021505 -0.596800764405914 -0.596271497053763 -0.60970460327957 -0.60968564438172 -0.616747117908602 -0.610814554602151 -0.597038866255376 -0.587127356451613 -0.599941066233871 -0.598721632561828 -0.590542561422043 -0.594223364900538 -0.574631428272043 -0.590572150287634 -0.597737550284946 -0.59727978311828 -0.624572466397849 -0.619224776198925 -0.631521492930108 -0.616721474537634 -0.592982765709677 -0.594043186727151 -0.601908985500806 -0.600587494841398 -0.586247953813979 -0.591689212322581 -0.600128198733871 -0.59725078436828 -0.603469828360215 -0.616342649655914 -0.615721271981183 -0.59051489741129 -0.58745308255914 -0.596360825342204 -0.602401037610215 -0.597775181693548 -0.593180199658602 -0.613192080771505 -0.617987604435484 -0.609237249793011 -0.587608257311828 -0.575407570473118 -0.578459912919301 -0.595350124672043 -0.583834332075806 -0.583585138166667 -0.592929636427419 -0.590863067580645 -0.598293499935484 -0.607424450053763 -0.602424992446237 -0.593157215672043 -0.595096219045699 -0.603082072400538 -0.584121302935484 -0.599254709758064 -0.586355243817204 -0.592015121965054 -0.601038909926882 -0.593579126591398 -0.605802223080645 -0.597343718561828 -0.594806520887097 -0.588405424997312 -0.598678700499731 -0.597750723077957 -0.604008771486559 -0.603413071688172
"24" 24 -0.62004025424147 -0.642590782669291 -0.623814382611549 -0.639016260971129 -0.651899248826772 -0.63802872 -0.630579907509186 -0.622109873675591 -0.624576081973753 -0.629879109642782 -0.612268625685039 -0.619234821288714 -0.601073876412073 -0.602129933422047 -0.601331501997375 -0.611877771068241 -0.622274101514436 -0.606758976930709 -0.602950992274803 -0.606815641482152 -0.606366208671916 -0.606582396225722 -0.61243883919685 -0.618582896658793 -0.607467381276378 -0.61305994024147 -0.605739149914016 -0.614461350249344 -0.618276281034121 -0.632284630910761 -0.612115110708661 -0.613842604446194 -0.589467558648294 -0.608519074944882 -0.619979861131234 -0.610125203923884 -0.619840108713911 -0.597431337480315 -0.632922160918635 -0.616511911125984 -0.62109612339895 -0.62034860735958 -0.627748080976378 -0.609627692325459 -0.623426672929134 -0.621248604934383 -0.62010564875853 -0.609531933272966 -0.630690987692913 -0.607172231614173 -0.592163696769029 -0.590430989459318 -0.599389269351706 -0.598516657551181 -0.58705587152231 -0.591212688314961 -0.590521608420997 -0.59590618944357 -0.639674693307087 -0.643962248064829 -0.638708227139108 -0.631216143582677 -0.629740627892388 -0.625803537404199 -0.610860420041995 -0.601050987682415 -0.606715375700787 -0.585736544737533 -0.59288574732021 -0.570643240663517 -0.574892477286089 -0.58116788396063 -0.612755991971129 -0.601130541635171 -0.606069384343832 -0.597686061525197 -0.598964088233596 -0.625129059435171 -0.602396203433596 -0.617269183481102 -0.616250183354068 -0.618417795047507 -0.628914531997664 -0.615276174663255 -0.61855363071916 -0.62025096724147
"25" 25 -0.903425448826406 -0.905116875158924 -0.908608471334963 -0.909971927017115 -0.911724139022005 -0.903023344205379 -0.893054004503667 -0.891610295158924 -0.889651414718826 -0.888329474760147 -0.891370289706601 -0.896124788386308 -0.895215592909535 -0.90306479992665 -0.901982386454768 -0.904550374303179 -0.904491500220049 -0.909195010586797 -0.910742173105135 -0.910858314449878 -0.911141754278729 -0.907377253545232 -0.902735829022005 -0.896922611613692 -0.906790835672372 -0.903735629095355 -0.903861237799511 -0.906793676691932 -0.913007487677262 -0.907384188606357 -0.903003287237164 -0.903868416601467 -0.896765035293399 -0.89851698697555 -0.889488135290953 -0.892831517603912 -0.904546655550122 -0.911398698288509 -0.899728177652812 -0.905789037114914 -0.907924206185819 -0.902178476909535 -0.902643529476773 -0.908319956650367 -0.902051574767726 -0.898049304327628 -0.900281623276284 -0.898825848924205 -0.903232483398533 -0.890672764278729 -0.889730110880196 -0.89735091794621 -0.894782819828851 -0.899426943520782 -0.898287575354523 -0.895827415672372 -0.896083206894866 -0.885544855623472 -0.89684521589242 -0.910015080880196 -0.89495698195599 -0.900215517603912 -0.898954889462103 -0.902411801344743 -0.894802855305623 -0.896030512176039 -0.893927430806846 -0.905135843765281 -0.905486891687042 -0.892642573594132 -0.897326601784841 -0.898681189290954 -0.897581732347188 -0.909045398484108 -0.90346933009291 -0.89742514396088 -0.885651052811736 -0.895009271858191 -0.899479132982885 -0.902798646234719 -0.907850247408313 -0.915142484376528 -0.91288113391198 -0.914522776112469 -0.909877048288509 -0.903834882185819
"26" 26 -0.740616735 -0.734436567117347 -0.73516816497449 -0.728088725102041 -0.727605226530612 -0.714482424795918 -0.734971453456633 -0.736120457066327 -0.732263568035714 -0.730844347227041 -0.728454694336735 -0.726429319936225 -0.716502393443878 -0.725644384872449 -0.7216079325 -0.729250729505102 -0.732402426147959 -0.721012432410714 -0.732952446326531 -0.714731148295918 -0.703991307512755 -0.70347182752551 -0.708071959262755 -0.713599592933673 -0.731862955158163 -0.73224822759898 -0.724125339834184 -0.73104771919898 -0.727257672510204 -0.728202795918367 -0.736154591678571 -0.737255407755102 -0.726352664362245 -0.728435430318878 -0.726891965204082 -0.727600050808674 -0.743550416471939 -0.733343438834184 -0.732438043910714 -0.725423821127551 -0.735072406487245 -0.737781136632653 -0.730884221836735 -0.728572071068878 -0.723421319591837 -0.723925553997449 -0.73025774692602 -0.733754453040816 -0.728884622390306 -0.722916592397959 -0.727162667653061 -0.730117528852041 -0.730203366964286 -0.732457934336735 -0.738535499007653 -0.719085600770408 -0.719498059591837 -0.722509709234694 -0.728651255966837 -0.726946238214286 -0.727475875201531 -0.732985837933673 -0.729887041461735 -0.733865361266071 -0.711955900280612 -0.711109962704082 -0.715868499056122 -0.729774298596939 -0.725772252357143 -0.725520851709184 -0.715697441505102 -0.722173386734694 -0.732116058951531 -0.734745296938776 -0.743867415841837 -0.729797268188776 -0.736755772244898 -0.741366724178571 -0.721428915047194 -0.730405056989796 -0.733037524693878 -0.735895946477041 -0.735122822681123 -0.731486728997449 -0.738630942291071 -0.736222501716837
